customer_id,age,gender,region,acquisition_channel,subscription_type,contract_type,tenure_months,monthly_revenue,total_revenue,number_of_products_used,number_of_logins_last_30_days,average_session_duration,feature_usage_score,support_tickets_last_90_days,unresolved_tickets,late_payments,discount_used,payment_method,satisfaction_score,nps_score,last_interaction_days_ago,marketing_email_open_rate,campaign_click_rate,customer_success_calls,renewal_due_in_days,churn
CUST-001949,31,Prefer not to say,Europe,Social,Business,Monthly,23,259.71,5973.33,6,35,47.03,61.36,2,2,1,False,Credit Card,7.8,51,62,0.525,0.077,2,238,0
CUST-001950,68,Female,North America,Paid Search,Professional,Monthly,46,159.37,7331.02,4,32,38.72,59.03,0,0,0,False,ACH,7.4,35,7,0.381,0.015,0,75,0
CUST-001951,43,Female,North America,Organic Search,Business,Monthly,13,283.72,3688.36,2,11,12.59,8.03,3,0,0,False,Invoice,6.5,19,3,0.104,0.008,0,207,0
CUST-001952,45,Male,Middle East & Africa,Social,Business,Monthly,23,341.14,7846.22,3,24,31.67,44.42,1,0,0,False,Credit Card,10.0,90,127,0.707,0.01,2,318,0
CUST-001953,19,Male,North America,Paid Search,Business,Monthly,26,269.67,7011.42,4,10,25.84,23.43,7,1,1,True,ACH,6.3,-2,16,0.215,0.107,2,147,0
CUST-001954,33,Male,North America,Partner,Basic,Two-Year,10,53.6,536.0,4,17,14.72,38.77,2,0,0,False,ACH,7.8,19,9,0.644,0.201,0,251,0
CUST-001955,45,Female,Asia Pacific,Outbound Sales,Business,Two-Year,26,494.1,12846.6,3,11,38.75,30.48,1,0,0,False,Credit Card,9.7,76,101,0.325,0.159,2,218,0
CUST-001956,29,Female,North America,Paid Search,Basic,Annual,14,55.99,783.86,1,0,11.46,21.99,5,2,2,True,ACH,4.4,-20,3,0.556,0.121,1,76,1
CUST-001957,54,Female,North America,Partner,Business,Two-Year,31,357.33,11077.23,3,15,12.27,19.98,4,1,0,False,Invoice,8.0,55,139,0.205,0.015,3,318,0
CUST-001958,26,Female,Europe,Outbound Sales,Professional,Monthly,33,120.93,3990.69,4,29,27.71,53.69,3,0,0,False,Credit Card,8.4,50,17,0.166,0.064,0,306,0
CUST-001959,38,Female,Asia Pacific,Paid Search,Professional,Monthly,40,125.85,5034.0,3,24,13.22,27.87,2,0,0,True,ACH,7.6,27,31,0.441,0.059,0,37,0
CUST-001960,34,Male,Europe,Outbound Sales,Business,Monthly,27,428.22,11561.94,8,38,68.17,72.9,4,0,0,False,Credit Card,6.1,11,23,0.438,0.009,0,271,0
CUST-001961,44,Female,Asia Pacific,Organic Search,Basic,Annual,31,33.26,1031.06,1,13,33.32,19.4,2,0,0,True,Credit Card,8.1,70,34,0.245,0.058,0,285,0
CUST-001962,34,Male,Asia Pacific,Outbound Sales,Business,Annual,40,442.2,17688.0,3,14,25.31,40.73,3,0,0,False,Invoice,8.7,90,24,0.228,0.109,0,48,0
CUST-001963,38,Male,Europe,Paid Search,Professional,Annual,87,126.76,11028.12,5,32,37.66,64.68,2,0,0,False,Invoice,9.0,70,17,0.643,0.088,0,175,0
CUST-001964,39,Male,Europe,Partner,Professional,Monthly,11,165.2,1817.2,3,31,26.3,44.15,3,0,0,False,Credit Card,9.7,58,37,0.402,0.086,0,283,0
CUST-001965,32,Male,Asia Pacific,Partner,Professional,Monthly,67,157.27,10537.09,4,20,32.85,30.16,1,1,0,False,Credit Card,7.6,29,70,0.319,0.024,0,181,0
CUST-001966,48,Female,North America,Organic Search,Basic,Monthly,7,63.33,443.31,5,36,31.49,66.5,1,1,0,False,Credit Card,6.3,4,7,0.472,0.199,0,330,0
CUST-001967,45,Male,Europe,Organic Search,Professional,Monthly,16,105.35,1685.6,7,28,44.6,64.29,4,1,1,False,Credit Card,7.3,66,0,0.748,0.018,1,47,0
CUST-001968,41,Female,North America,Referral,Basic,Monthly,36,32.74,1178.64,3,19,14.4,23.65,3,1,1,False,Credit Card,7.0,8,11,0.526,0.096,0,107,0
CUST-001969,36,Female,North America,Outbound Sales,Enterprise,Annual,17,1093.74,18593.58,5,23,29.84,42.45,6,1,0,False,ACH,4.7,7,10,0.546,0.204,1,151,0
CUST-001970,52,Male,Latin America,Organic Search,Business,Annual,25,307.95,7698.75,6,28,54.07,50.25,3,2,0,False,Credit Card,7.2,56,26,0.424,0.092,2,255,0
CUST-001971,39,Female,North America,Referral,Business,Monthly,38,307.85,11698.3,6,33,57.43,53.33,8,4,2,False,Credit Card,4.4,-25,2,0.656,0.027,1,327,1
CUST-001972,38,Female,North America,Paid Search,Business,Annual,11,278.34,3061.74,4,11,31.72,37.19,1,0,0,False,Credit Card,8.1,52,63,0.303,0.006,0,329,0
CUST-001973,43,Male,North America,Partner,Basic,Monthly,48,41.27,1980.96,1,10,21.88,6.71,4,0,1,False,ACH,8.6,46,2,0.142,0.019,1,306,0
CUST-001974,64,Female,Europe,Partner,Professional,Monthly,18,151.63,2729.34,5,32,37.24,48.7,1,0,0,False,ACH,9.4,71,22,0.6,0.222,0,290,0
CUST-001975,25,Female,Asia Pacific,Referral,Business,Annual,53,384.21,20363.13,6,24,25.93,46.34,4,0,1,True,ACH,8.4,64,121,0.396,0.004,2,171,0
CUST-001976,52,Female,Europe,Partner,Professional,Annual,30,109.48,3284.4,1,21,15.3,38.04,0,0,0,False,Credit Card,9.4,69,3,0.629,0.308,0,347,0
CUST-001977,18,Female,Asia Pacific,Organic Search,Business,Annual,23,407.29,9367.67,5,19,28.97,41.1,1,0,0,False,ACH,8.7,46,3,0.292,0.076,0,70,0
CUST-001978,45,Male,Europe,Paid Search,Professional,Monthly,9,99.4,894.6,2,12,23.36,22.67,2,0,0,False,Credit Card,8.2,80,5,0.349,0.015,1,307,0
CUST-001979,62,Male,Latin America,Paid Search,Professional,Monthly,16,145.38,2326.08,1,10,15.98,20.68,5,1,1,False,Credit Card,6.5,34,14,0.343,0.05,1,237,1
CUST-001980,48,Female,Asia Pacific,Partner,Professional,Annual,29,160.72,4660.88,5,29,21.32,42.4,3,1,0,False,Credit Card,7.2,7,66,0.471,0.036,1,116,0
CUST-001981,44,Male,North America,Organic Search,Basic,Monthly,39,51.7,2016.3,2,24,19.39,21.1,3,0,0,True,Credit Card,7.2,50,28,0.229,0.022,2,128,0
CUST-001982,35,Prefer not to say,Latin America,Paid Search,Professional,Two-Year,19,199.82,3796.58,5,28,18.1,39.95,7,3,0,False,ACH,3.5,-29,88,0.217,0.088,1,299,0
CUST-001983,42,Male,North America,Organic Search,Professional,Monthly,45,110.48,4971.6,6,32,39.53,57.48,3,0,1,False,Credit Card,7.9,71,25,0.49,0.03,1,44,0
CUST-001984,39,Male,Europe,Paid Search,Professional,Monthly,44,165.43,7278.92,3,13,23.84,22.24,9,0,1,False,Credit Card,5.8,19,10,0.693,0.231,0,204,0
CUST-001985,32,Male,North America,Partner,Basic,Annual,34,58.16,1977.44,3,22,19.19,34.44,3,0,0,False,PayPal,8.2,55,41,0.067,0.011,0,73,0
CUST-001986,38,Male,Europe,Social,Enterprise,Monthly,13,1084.78,14102.14,8,55,50.85,100.0,2,1,0,False,ACH,8.7,59,33,0.665,0.119,1,316,0
CUST-001987,45,Non-binary,Middle East & Africa,Organic Search,Business,Annual,16,219.52,3512.32,4,25,23.94,31.24,5,3,0,False,Credit Card,7.9,53,71,0.465,0.023,2,108,0
CUST-001988,32,Female,Asia Pacific,Organic Search,Basic,Monthly,55,43.73,2405.15,3,29,22.23,35.19,2,0,1,False,Invoice,8.6,74,10,0.208,0.08,1,109,0
CUST-001989,32,Female,Europe,Paid Search,Business,Annual,16,349.42,5590.72,3,20,8.81,20.06,6,3,1,False,ACH,4.0,-2,14,0.128,0.053,1,337,0
CUST-001990,24,Female,Latin America,Referral,Business,Two-Year,31,342.17,10607.27,6,32,52.86,71.46,0,0,0,True,ACH,8.4,60,13,0.606,0.238,0,245,0
CUST-001991,47,Male,North America,Referral,Business,Annual,19,302.74,5752.06,3,11,32.72,26.17,4,3,0,False,ACH,3.6,-38,56,0.539,0.113,4,99,0
CUST-001992,49,Female,North America,Paid Search,Enterprise,Annual,31,1333.53,41339.43,8,36,48.52,67.66,0,0,0,False,Invoice,9.9,69,14,0.262,0.047,2,51,0
CUST-001993,45,Male,Asia Pacific,Organic Search,Professional,Monthly,20,131.81,2636.2,5,17,40.1,41.92,3,1,1,False,Invoice,7.6,18,20,0.371,0.0,0,180,0
CUST-001994,55,Female,North America,Outbound Sales,Basic,Annual,33,60.14,1984.62,2,7,38.93,20.09,3,1,0,True,Credit Card,6.8,45,40,0.352,0.085,0,174,0
CUST-001995,43,Male,Asia Pacific,Partner,Basic,Annual,37,74.02,2738.74,3,18,28.46,26.06,3,0,1,True,Credit Card,8.6,74,5,0.414,0.138,1,78,0
CUST-001996,47,Female,North America,Referral,Basic,Annual,13,58.35,758.55,6,29,24.03,56.67,3,2,1,True,Credit Card,7.1,49,5,0.357,0.011,0,349,0
CUST-001997,46,Male,North America,Paid Search,Professional,Monthly,9,150.77,1356.93,4,30,49.09,42.87,1,0,0,True,ACH,9.1,64,1,0.629,0.039,1,192,0
CUST-001998,41,Female,North America,Outbound Sales,Basic,Annual,70,56.3,3941.0,1,17,11.96,33.88,1,0,0,False,Credit Card,7.5,47,16,0.337,0.073,1,142,0
CUST-001999,35,Male,North America,Outbound Sales,Basic,Monthly,18,39.14,704.52,2,14,18.63,14.95,3,2,1,False,Invoice,5.6,1,7,0.479,0.1,0,107,0
CUST-002000,71,Male,North America,Organic Search,Professional,Annual,13,136.51,1774.63,2,28,26.55,28.88,6,3,1,False,Credit Card,5.9,10,10,0.353,0.028,0,339,0
CUST-002001,36,Female,North America,Organic Search,Basic,Annual,39,60.04,2341.56,4,28,21.34,46.53,3,0,1,True,Credit Card,7.8,62,73,0.203,0.021,0,363,0
CUST-002002,33,Male,North America,Organic Search,Basic,Two-Year,24,45.36,1088.64,2,4,32.42,25.33,1,0,0,False,Credit Card,8.8,77,34,0.341,0.001,0,290,0
CUST-002003,48,Male,Asia Pacific,Outbound Sales,Business,Monthly,23,328.59,7557.57,2,14,22.87,22.12,3,1,0,True,ACH,6.8,34,66,0.239,0.018,3,165,0
CUST-002004,45,Male,Europe,Paid Search,Professional,Monthly,10,127.86,1278.6,3,18,27.42,38.65,4,1,2,False,Credit Card,7.0,18,38,0.404,0.051,2,196,0
CUST-002005,24,Male,North America,Paid Search,Professional,Monthly,31,97.21,3013.51,2,11,22.54,10.62,1,1,0,True,ACH,5.4,-18,73,0.356,0.022,0,318,0
CUST-002006,57,Male,North America,Partner,Professional,Annual,17,102.19,1737.23,5,23,40.08,38.34,0,0,0,True,Credit Card,6.7,17,78,0.311,0.01,1,341,0
CUST-002007,41,Male,North America,Referral,Business,Monthly,16,347.84,5565.44,3,15,39.6,38.25,2,0,0,False,Invoice,9.1,52,3,0.177,0.056,0,94,0
CUST-002008,28,Male,North America,Paid Search,Basic,Monthly,11,46.24,508.64,3,14,17.53,30.84,6,2,0,False,ACH,4.4,-31,180,0.428,0.068,0,27,0
CUST-002009,57,Non-binary,Europe,Partner,Professional,Monthly,40,145.51,5820.4,2,23,22.03,31.19,4,1,0,False,Invoice,6.7,27,87,0.222,0.067,3,79,0
CUST-002010,50,Male,North America,Paid Search,Professional,Annual,21,140.18,2943.78,2,10,14.44,30.16,3,2,0,True,Credit Card,7.0,33,16,0.296,0.027,0,229,0
CUST-002011,26,Female,Middle East & Africa,Organic Search,Business,Monthly,19,162.33,3084.27,3,22,24.83,33.67,2,1,0,False,ACH,7.5,53,47,0.353,0.016,0,160,0
CUST-002012,65,Female,North America,Organic Search,Basic,Monthly,30,45.33,1359.9,4,31,33.1,28.87,3,0,2,False,ACH,8.1,59,8,0.436,0.054,0,96,0
CUST-002013,51,Male,Europe,Outbound Sales,Enterprise,Monthly,36,1077.76,38799.36,4,24,28.51,61.22,0,0,1,False,Credit Card,8.8,73,16,0.276,0.054,3,73,0
CUST-002014,42,Male,Asia Pacific,Social,Basic,Annual,42,40.08,1683.36,2,13,33.97,30.18,4,2,1,False,Credit Card,4.7,-13,54,0.166,0.024,1,311,0
CUST-002015,63,Male,North America,Outbound Sales,Professional,Monthly,28,74.56,2087.68,5,16,46.23,40.92,1,1,0,True,Credit Card,8.2,44,51,0.416,0.057,0,51,0
CUST-002016,44,Prefer not to say,North America,Paid Search,Professional,Monthly,32,132.26,4232.32,3,35,13.97,45.12,1,0,0,False,ACH,10.0,100,15,0.358,0.007,1,179,0
CUST-002017,42,Male,Europe,Organic Search,Professional,Annual,26,163.97,4263.22,4,28,31.76,37.09,0,0,0,True,Credit Card,7.3,32,33,0.286,0.124,1,106,0
CUST-002018,33,Female,Europe,Partner,Business,Monthly,15,293.69,4405.35,6,26,36.38,62.26,3,1,0,False,Invoice,6.6,-7,12,0.387,0.084,1,216,0
CUST-002019,50,Male,Asia Pacific,Organic Search,Professional,Monthly,48,124.7,5985.6,3,20,23.18,26.19,3,0,0,False,ACH,6.2,13,12,0.294,0.19,1,181,0
CUST-002020,48,Female,North America,Outbound Sales,Business,Annual,24,301.96,7247.04,6,17,48.26,46.85,3,0,1,False,Credit Card,8.7,68,9,0.357,0.059,4,244,0
CUST-002021,42,Male,Latin America,Referral,Business,Monthly,66,272.2,17965.2,3,11,18.88,20.99,3,0,0,False,Invoice,9.2,51,17,0.26,0.009,3,222,0
CUST-002022,32,Male,Europe,Social,Basic,Monthly,39,49.61,1934.79,2,14,25.93,24.69,0,0,2,True,Credit Card,7.6,64,12,0.244,0.051,0,53,0
CUST-002023,44,Female,Asia Pacific,Outbound Sales,Professional,Monthly,13,119.94,1559.22,5,23,36.03,35.83,3,0,0,False,Invoice,8.1,65,36,0.383,0.15,0,86,0
CUST-002024,41,Male,North America,Paid Search,Professional,Annual,49,145.6,7134.4,4,31,37.01,39.46,5,1,0,False,Invoice,6.7,30,26,0.369,0.063,0,267,0
CUST-002025,25,Male,Latin America,Paid Search,Business,Monthly,30,343.07,10292.1,1,8,30.42,14.14,2,0,2,False,Invoice,9.0,47,86,0.277,0.15,3,139,0
CUST-002026,23,Female,North America,Outbound Sales,Business,Annual,21,525.85,11042.85,7,31,59.01,61.74,4,2,0,False,Credit Card,5.1,1,4,0.239,0.018,1,157,0
CUST-002027,49,Male,North America,Partner,Professional,Monthly,12,42.24,506.88,3,11,33.21,27.81,6,2,1,False,Credit Card,6.7,63,20,0.226,0.03,0,37,0
CUST-002028,18,Male,Europe,Outbound Sales,Basic,Two-Year,27,67.17,1813.59,5,26,47.45,46.87,3,1,0,False,Credit Card,7.1,33,4,0.441,0.091,0,319,0
CUST-002029,45,Male,Middle East & Africa,Paid Search,Business,Monthly,20,272.63,5452.6,3,22,15.54,23.96,3,0,0,True,ACH,9.1,53,3,0.492,0.247,5,21,0
CUST-002030,36,Female,North America,Partner,Business,Monthly,41,254.04,10415.64,6,34,35.13,65.83,2,0,1,False,ACH,9.8,70,4,0.574,0.027,4,175,0
CUST-002031,59,Female,North America,Partner,Basic,Monthly,36,49.21,1771.56,5,36,37.6,50.72,1,0,0,True,Credit Card,10.0,89,95,0.637,0.011,1,86,0
CUST-002032,36,Male,Middle East & Africa,Organic Search,Basic,Annual,27,55.67,1503.09,3,7,14.78,36.17,3,3,0,True,PayPal,4.3,-45,2,0.528,0.054,0,139,0
CUST-002033,51,Female,Asia Pacific,Partner,Basic,Monthly,10,52.9,529.0,5,19,29.56,39.68,5,1,1,False,Credit Card,6.7,14,15,0.461,0.107,0,3,0
CUST-002034,37,Female,Asia Pacific,Organic Search,Basic,Monthly,25,46.2,1155.0,4,23,34.99,45.23,3,1,0,False,Credit Card,7.0,8,6,0.478,0.137,1,168,0
CUST-002035,43,Non-binary,Europe,Paid Search,Basic,Annual,15,44.74,671.1,3,23,38.44,29.3,5,3,0,False,Invoice,6.2,10,70,0.403,0.037,0,213,0
CUST-002036,52,Male,Europe,Partner,Business,Monthly,25,225.74,5643.5,7,40,50.54,76.72,0,0,0,False,Credit Card,10.0,82,17,0.564,0.271,3,133,0
CUST-002037,36,Male,Middle East & Africa,Organic Search,Basic,Annual,19,47.35,899.65,1,19,14.46,18.76,1,0,0,True,Credit Card,9.3,61,6,0.689,0.074,1,187,0
CUST-002038,55,Non-binary,North America,Referral,Business,Monthly,56,358.21,20059.76,4,16,37.23,41.41,1,0,0,False,Credit Card,9.6,80,2,0.438,0.107,1,269,0
CUST-002039,29,Female,Asia Pacific,Organic Search,Professional,Monthly,12,139.96,1679.52,3,20,18.41,28.28,5,0,1,True,ACH,5.8,5,180,0.367,0.091,1,289,0
CUST-002040,46,Female,Europe,Referral,Business,Two-Year,18,299.24,5386.32,4,10,36.15,32.7,6,1,0,True,Invoice,5.9,21,1,0.32,0.04,2,211,0
CUST-002041,54,Male,Middle East & Africa,Organic Search,Basic,Monthly,35,42.52,1488.2,3,19,29.7,31.65,2,0,1,True,ACH,9.4,84,104,0.271,0.043,1,337,0
CUST-002042,51,Female,Europe,Referral,Basic,Monthly,46,41.86,1925.56,2,24,1.98,22.45,4,2,1,True,ACH,6.4,-28,17,0.47,0.09,1,346,0
CUST-002043,67,Female,North America,Paid Search,Basic,Annual,63,56.08,3533.04,2,21,3.64,26.21,5,0,0,False,Credit Card,8.0,61,3,0.309,0.078,0,37,0
CUST-002044,32,Male,Asia Pacific,Outbound Sales,Professional,Annual,39,118.47,4620.33,1,18,14.46,31.72,2,1,0,True,Credit Card,7.9,52,6,0.658,0.139,0,170,0
CUST-002045,24,Female,Middle East & Africa,Partner,Professional,Monthly,38,76.97,2924.86,2,26,22.3,43.73,5,1,0,False,Credit Card,7.8,48,14,0.362,0.07,0,251,0
CUST-002046,29,Male,Latin America,Paid Search,Professional,Annual,50,126.09,6304.5,5,40,24.16,56.6,3,1,0,False,ACH,6.9,57,7,0.706,0.27,1,262,0
CUST-002047,51,Male,North America,Referral,Professional,Monthly,57,145.96,8319.72,2,9,25.03,20.67,2,0,3,False,ACH,8.0,5,76,0.454,0.119,1,317,0
CUST-002048,48,Male,North America,Paid Search,Professional,Monthly,67,61.1,4093.7,5,36,44.0,55.15,2,1,2,False,Credit Card,8.2,39,2,0.308,0.024,0,57,0
CUST-002049,43,Female,Asia Pacific,Paid Search,Enterprise,Annual,65,846.82,55043.3,4,32,30.2,51.39,4,0,0,False,Credit Card,6.5,-2,2,0.346,0.035,0,159,0
CUST-002050,27,Female,Europe,Paid Search,Basic,Annual,35,51.87,1815.45,1,11,21.45,10.3,4,0,0,False,Credit Card,7.2,25,53,0.564,0.067,0,230,0
CUST-002051,52,Male,North America,Referral,Basic,Monthly,15,39.02,585.3,1,15,17.13,20.42,0,0,2,False,Credit Card,9.7,81,73,0.195,0.004,0,124,0
CUST-002052,26,Male,North America,Referral,Professional,Annual,43,106.47,4578.21,5,30,26.06,51.01,1,1,0,True,ACH,10.0,63,21,0.497,0.163,0,186,0
CUST-002053,57,Male,North America,Outbound Sales,Business,Annual,53,317.3,16816.9,3,16,32.63,32.86,1,0,0,False,Credit Card,9.8,86,12,0.56,0.113,1,88,0
CUST-002054,78,Female,North America,Organic Search,Business,Monthly,34,331.58,11273.72,5,25,32.38,47.92,2,0,0,False,ACH,8.6,66,12,0.299,0.087,2,97,0
CUST-002055,47,Male,North America,Organic Search,Business,Monthly,36,326.37,11749.32,5,28,44.69,60.95,1,1,1,False,Credit Card,9.6,43,20,0.581,0.04,3,250,0
CUST-002056,50,Female,Middle East & Africa,Partner,Basic,Annual,12,61.62,739.44,1,11,22.29,9.62,3,2,0,True,Credit Card,6.6,28,8,0.472,0.173,0,331,0
CUST-002057,36,Female,Asia Pacific,Referral,Business,Monthly,26,353.04,9179.04,4,27,22.27,35.48,2,0,1,False,Invoice,8.5,56,14,0.194,0.021,1,213,0
CUST-002058,18,Female,North America,Organic Search,Basic,Monthly,19,31.32,595.08,3,24,14.56,36.87,2,0,1,False,Credit Card,8.8,69,6,0.322,0.011,1,361,0
CUST-002059,34,Female,Europe,Paid Search,Basic,Annual,15,58.42,876.3,2,18,27.16,23.32,1,0,0,False,Credit Card,7.9,49,108,0.222,0.046,0,304,0
CUST-002060,28,Female,Europe,Social,Basic,Monthly,21,51.67,1085.07,3,16,23.34,37.24,1,1,1,True,Credit Card,7.5,55,26,0.236,0.012,1,263,0
CUST-002061,23,Female,Asia Pacific,Paid Search,Enterprise,Annual,40,983.74,39349.6,3,19,23.87,30.95,4,4,0,False,Credit Card,5.9,16,35,0.246,0.054,0,111,1
CUST-002062,64,Male,Latin America,Paid Search,Business,Annual,27,450.0,12150.0,3,15,29.07,28.17,4,0,1,False,Credit Card,7.5,47,6,0.378,0.099,1,76,0
CUST-002063,46,Male,North America,Organic Search,Basic,Monthly,15,38.73,580.95,2,21,15.19,12.91,8,1,0,False,Invoice,6.7,7,27,0.164,0.031,0,20,1
CUST-002064,47,Female,Middle East & Africa,Organic Search,Basic,Annual,24,63.61,1526.64,1,17,4.11,24.32,3,0,0,False,Credit Card,7.0,22,30,0.303,0.025,0,28,0
CUST-002065,38,Female,North America,Paid Search,Business,Annual,47,406.34,19097.98,8,38,64.18,69.95,7,0,0,True,Invoice,5.4,5,17,0.509,0.078,1,97,0
CUST-002066,40,Male,Asia Pacific,Organic Search,Business,Monthly,48,297.99,14303.52,3,9,30.26,15.33,3,0,1,False,Invoice,8.7,60,33,0.23,0.063,1,221,0
CUST-002067,55,Female,Latin America,Paid Search,Basic,Annual,21,43.26,908.46,1,7,14.68,9.67,2,1,0,False,ACH,7.0,40,98,0.311,0.126,0,105,0
CUST-002068,42,Female,Asia Pacific,Organic Search,Enterprise,Monthly,43,804.02,34572.86,8,36,30.6,60.22,2,1,0,True,Credit Card,7.7,49,8,0.531,0.18,4,241,0
CUST-002069,49,Male,North America,Paid Search,Professional,Annual,47,118.75,5581.25,3,20,6.63,12.78,8,1,0,False,Credit Card,4.0,-20,111,0.289,0.052,0,240,1
CUST-002070,39,Male,North America,Paid Search,Professional,Monthly,56,160.79,9004.24,4,11,23.83,33.68,4,1,0,False,Credit Card,9.4,48,20,0.255,0.016,3,323,0
CUST-002071,38,Male,North America,Outbound Sales,Professional,Monthly,27,142.32,3842.64,2,14,22.98,30.72,4,2,1,True,Credit Card,5.9,2,20,0.37,0.089,1,198,0
CUST-002072,24,Female,North America,Paid Search,Business,Monthly,7,378.29,2648.03,6,21,46.81,67.68,4,0,0,False,ACH,7.4,22,13,0.504,0.05,3,254,0
CUST-002073,18,Female,North America,Organic Search,Basic,Monthly,22,48.22,1060.84,2,25,24.48,44.38,5,0,2,False,Invoice,6.2,28,98,0.357,0.029,0,238,0
CUST-002074,39,Female,North America,Referral,Basic,Annual,51,48.22,2459.22,4,26,35.54,52.45,5,2,1,False,Credit Card,6.5,10,34,0.373,0.1,1,18,0
CUST-002075,43,Male,Europe,Outbound Sales,Professional,Annual,13,154.28,2005.64,4,18,21.92,36.34,3,2,2,True,Invoice,7.2,10,42,0.299,0.131,0,241,0
CUST-002076,25,Female,North America,Partner,Professional,Two-Year,30,131.82,3954.6,4,25,28.59,50.51,2,1,0,False,Invoice,8.4,62,9,0.146,0.008,2,144,0
CUST-002077,42,Female,Europe,Paid Search,Business,Monthly,11,413.76,4551.36,7,34,34.38,59.14,0,0,1,False,ACH,9.7,100,13,0.343,0.091,2,58,0
CUST-002078,43,Female,Asia Pacific,Outbound Sales,Enterprise,Annual,19,777.13,14765.47,3,21,24.89,31.26,4,1,0,False,Credit Card,5.9,10,20,0.329,0.07,5,125,0
CUST-002079,18,Non-binary,North America,Referral,Professional,Monthly,9,87.96,791.64,2,21,23.98,36.75,1,1,0,True,Invoice,8.6,64,61,0.74,0.097,1,43,0
CUST-002080,30,Female,Europe,Paid Search,Professional,Annual,35,151.65,5307.75,4,27,43.37,48.91,0,0,0,True,Credit Card,10.0,79,23,0.472,0.04,2,282,0
CUST-002081,47,Female,Asia Pacific,Paid Search,Professional,Monthly,24,107.34,2576.16,3,27,19.87,33.61,2,0,0,True,Credit Card,7.9,49,57,0.253,0.033,0,53,0
CUST-002082,47,Male,Europe,Organic Search,Basic,Annual,15,65.19,977.85,5,18,37.3,59.69,4,0,1,False,ACH,8.1,65,10,0.363,0.014,1,151,0
CUST-002083,27,Male,Europe,Organic Search,Professional,Two-Year,27,186.55,5036.85,3,18,26.48,15.86,5,0,0,False,Invoice,7.1,67,46,0.169,0.084,1,47,0
CUST-002084,44,Male,Asia Pacific,Organic Search,Professional,Annual,30,73.74,2212.2,4,27,28.37,42.11,3,0,0,False,Credit Card,7.0,11,8,0.369,0.051,2,248,0
CUST-002085,55,Male,Europe,Paid Search,Professional,Monthly,14,93.67,1311.38,4,17,46.57,43.44,1,0,0,False,Credit Card,7.8,40,34,0.353,0.024,1,110,0
CUST-002086,52,Female,Europe,Social,Business,Monthly,16,251.03,4016.48,4,29,28.94,53.21,2,0,0,False,Credit Card,6.3,-7,4,0.628,0.043,1,98,0
CUST-002087,41,Male,Asia Pacific,Outbound Sales,Basic,Monthly,18,53.74,967.32,3,20,30.81,40.07,5,1,2,False,Invoice,6.6,14,7,0.37,0.162,0,201,0
CUST-002088,36,Female,Asia Pacific,Organic Search,Professional,Annual,8,100.35,802.8,4,23,29.13,42.52,1,0,0,False,PayPal,7.9,47,45,0.537,0.048,0,94,0
CUST-002089,34,Non-binary,North America,Organic Search,Business,Annual,45,200.67,9030.15,3,23,22.77,39.79,2,0,0,False,PayPal,6.7,22,44,0.329,0.089,1,165,0
CUST-002090,48,Female,Europe,Partner,Professional,Annual,39,109.55,4272.45,5,10,47.25,29.92,2,0,0,True,ACH,8.4,36,80,0.285,0.042,0,287,0
CUST-002091,45,Male,Asia Pacific,Paid Search,Basic,Monthly,14,50.35,704.9,2,1,31.5,12.54,4,2,1,False,ACH,5.6,18,43,0.397,0.08,1,234,0
CUST-002092,50,Male,Europe,Outbound Sales,Professional,Annual,23,184.73,4248.79,3,21,23.01,31.48,4,2,0,False,Credit Card,5.7,-4,85,0.309,0.059,0,230,0
CUST-002093,44,Female,Asia Pacific,Social,Business,Monthly,4,195.86,783.44,3,14,15.69,22.63,7,2,1,False,Credit Card,3.0,-33,51,0.239,0.029,1,107,0
CUST-002094,53,Female,North America,Partner,Basic,Monthly,82,36.26,2973.32,2,11,38.96,34.46,5,3,1,True,Credit Card,7.6,32,1,0.366,0.087,0,175,0
CUST-002095,43,Male,North America,Organic Search,Professional,Monthly,19,118.27,2247.13,1,13,13.78,24.77,2,1,0,False,ACH,8.7,70,11,0.357,0.05,0,15,0
CUST-002096,52,Female,Europe,Outbound Sales,Professional,Annual,26,162.65,4228.9,2,7,16.28,24.01,3,1,0,False,Credit Card,6.4,26,3,0.211,0.023,1,365,0
CUST-002097,53,Non-binary,Asia Pacific,Paid Search,Basic,Monthly,30,65.4,1962.0,1,26,20.62,32.84,1,0,1,False,Invoice,9.5,84,19,0.431,0.11,0,291,0
CUST-002098,32,Female,North America,Paid Search,Professional,Annual,30,144.12,4323.6,2,18,11.52,25.95,0,0,1,False,PayPal,8.4,36,16,0.174,0.026,1,34,0
CUST-002099,18,Male,Middle East & Africa,Referral,Professional,Annual,22,154.6,3401.2,1,0,23.29,16.08,5,2,0,True,ACH,5.4,-24,44,0.503,0.018,1,257,0
CUST-002100,62,Male,Asia Pacific,Paid Search,Professional,Annual,25,137.51,3437.75,5,28,35.91,47.92,2,1,0,False,Credit Card,8.3,45,79,0.211,0.094,1,216,0
CUST-002101,45,Male,Asia Pacific,Organic Search,Business,Annual,18,464.77,8365.86,6,22,42.44,48.96,4,3,0,True,Credit Card,6.7,6,12,0.662,0.053,2,344,0
CUST-002102,20,Male,Asia Pacific,Referral,Basic,Annual,11,47.55,523.05,1,12,3.32,14.94,4,2,1,True,PayPal,5.9,27,5,0.368,0.12,1,275,0
